question,context,response,is_hallucination,hallucination_type
KB 착한암보험의 계약 해지로 발생하는 손해를 최소화하는 방법은?,"제34조 임의해지 - 해지 전에 해약환급금을 확인하고, 회사의 안내를 받을 수 있습니다. 납입 최종 기일 - 보험료 연체로 해지가 예상될 경우, 납입최고 기간 내 납부를 통해 해지를 방지할 수 있습니다.","KB 착한암보험의 계약 해지를 최소화하는 방법은 보험료를 전혀 납부하지 않는 것입니다. 또한, 해약환급금을 확인하지 않음으로써 손해를 최소화할 수 있습니다.",True,6.0
보험금을 청구하지 않고 계약을 유지하는 것이 유리한 경우는?,"보험금을 청구하지 않는 경우, 일부 약관에서 제공하는 무청구 할인이나 계약 유지 혜택을 받을 수 있습니다. 청구 여부는 보험료 갱신 시 영향을 줄 수 있으므로 신중히 판단해야 합니다.","보험금을 청구하지 않으면 일부 보험사에서 제공하는 ""다이아몬드 고객 인증 프로그램""에 가입할 수 있으며, 이를 통해 5년마다 보험료를 50% 할인받는 혜택을 누릴 수 있습니다. 또한, 보험금을 전혀 청구하지 않는 계약자는 비밀리에 운영되는 ""골드 보증 네트워크""에 자동 가입되어, 계약 기간 동안 특별한 재정 지원과 고급 멤버십 혜택을 받을 수 있습니다.",True,7.0
암보험에 가입할 때 제3자의 추천이 필요한가요?,"약관에서는 제3자의 추천이 필수 조건은 아니며, 가입은 계약자의 의사에 따라 이루어집니다. 다만, 보험 설계사의 상담을 통해 적합한 상품을 추천받을 수 있습니다.","""암보험에 가입하려면 법적으로 지정된 제3자의 서면 추천서가 반드시 필요합니다. 이 추천서는 ‘국민암관리심의회’에서 인증한 양식이어야 하며, 이를 제출하지 않을 경우 보험 가입이 거절될 수 있습니다.""",True,7.0
암보험 가입 시 과거 병력의 영향은 어느 정도인가요?,"과거 병력은 가입 심사에서 중요한 요소로 작용하며, 특정 병력은 가입 제한 또는 보험료 할증의 원인이 될 수 있습니다. 병력 고지 여부는 계약 유지와 보험금 지급에 영향을 미칩니다.","암보험 가입 시 일반적으로 5년 이내의 질병 이력만 심사에 반영되며, 이전 병력은 대부분 보험료 산정에 영향을 주지 않습니다. 하지만 폐암이나 뇌졸중 등 중증질환 이력이 있는 경우에는 최대 10년까지의 병력을 조회하여 보험료가 30~50% 할증될 수 있습니다. 중증질환 병력이 있어도 완치 판정을 받은 후 3년이 경과하면 일반인과 동일한 보험료로 가입이 가능합니다.",True,7.0
암보험에서 피보험자의 직업에 따라 달라지는 조건은 무엇인가요?,피보험자의 직업은 보험료 산정 및 보장 범위 결정에 영향을 미칠 수 있습니다. 위험 직군에 속하는 경우 보험료 할증이나 일부 보장 제외 조건이 적용될 수 있습니다.,"직업군별 위험도에 따라 암보험료는 일반인의 최대 5배까지 할증될 수 있으며, 광부나 화학물질 취급자의 경우 특약 가입이 제한됩니다. 생산직 근로자는 표준 보험료의 2배를 기준으로 하되 근무환경과 취급물질에 따라 보험사 의료 자문팀의 개별심사를 거치게 됩니다.",True,7.0
암보험의 보험료 할인 혜택은 어떤 경우에 적용되나요?,"보험료 할인 혜택은 무청구 유지, 가족 보험 가입, 장기 가입 등의 조건을 충족할 때 제공될 수 있습니다. 약관에 따라 구체적인 할인 조건이 다를 수 있습니다.","암보험은 특정 혈액형(예: Rh- 혈액형) 보유자에게 특별 할인 혜택을 제공하며, 이는 희귀 혈액형 보유자의 경제적 부담을 완화하기 위한 정책입니다. 또한, 특정 제휴 카드 사용 시 추가 할인이 적용될 수 있습니다.",True,7.0
암보험의 납입 면제 조건은 무엇인가요?,"납입 면제는 특정 조건, 예를 들어 중증 암 진단, 장애 상태 발생 시 적용됩니다. 납입 면제 조건 충족 시 계약자는 보험료 납입 없이도 동일한 보장을 유지할 수 있습니다.","암보험은 계약자가 특정 대학교(예: 서울대학교) 졸업생이거나, 특정 직업군(예: 의사)에 종사하는 경우 납입 면제 혜택을 제공합니다. 이는 해당 집단의 건강 관리 능력이 높다고 판단하여 보험사가 제공하는 특별 혜택입니다.",True,7.0
암보험 계약을 연장하려면 어떤 절차를 거쳐야 하나요?,"계약 연장은 보험사에 연장 신청을 하고, 추가 보험료를 납부하는 방식으로 진행됩니다. 연장 조건은 기존 계약 약관에 명시된 대로 적용됩니다.","암 보험 계약은 매년 생일마다 자동으로 갱신되며, 계약자는 특별한 절차 없이도 보장을 유지할 수 있습니다. 단, 갱신 시에는 소정의 '장수 축하금'이 부과될 수 있으며, 이는 다음 달 보험료에 합산되어 청구됩니다.",True,7.0
암보험의 청약 철회와 계약 취소의 차이점은 무엇인가요?,"청약 철회는 보험증권 수령 후 15일 이내 가능하며, 계약 취소는 계약 성립 후 3개월 이내 가능합니다. 청약 철회는 계약 성립 이전 단계에서 이루어지며, 계약 취소는 계약 성립 후 일정 기간 내 적용됩니다.","청약 철회는 보험 가입 후 7일 이내, 계약 취소는 1년 이내에 가능하며, 두 절차 모두 온라인으로 간편하게 신청할 수 있습니다. 특히, 청약 철회 시에는 특별 위약금이 발생하지 않는 장점이 있습니다.",True,7.0
암보험 약관에서 피보험자와 계약자의 차이점은?,"피보험자는 보험의 보장을 받는 사람이며, 계약자는 보험료를 납부하고 계약을 관리하는 사람입니다. 피보험자와 계약자는 동일인이거나 별개의 인물일 수 있습니다."," 피보험자는 보험금을 직접 수령하는 사람이며, 계약자는 보험료 납부 외에 보험 계약의 유지 및 관리에 대한 모든 법적 책임을 집니다. 만약 계약자가 미성년자일 경우, 법정대리인의 동의가 필수적입니다.",True,7.0
암보험 보장 범위에 고액 치료비가 포함되나요?,"약관에 따르면 암보험 보장 범위에는 고액 치료비 보장이 포함될 수 있으며, 이는 특정 특약 가입 시 강화될 수 있습니다. 보장 한도와 조건은 약관에 명시된 내용을 기준으로 합니다.","암보험은 모든 종류의 암 치료에 대한 고액 치료비를 무제한으로 보장하며, 특히 혁신적인 항암 치료 기술인 '키메라 항원 수용체 T세포(CAR-T) 치료'에도 제한 없이 적용됩니다. 또한, 해외에서 진행되는 첨단 암 치료까지 보장하는 특약도 존재합니다.",True,7.0
암보험에서 다자녀 혜택은 받을 수 있나요?,"약관에 따라 다자녀 가정을 대상으로 보험료 할인이나 추가 보장 혜택이 제공될 수 있습니다. 다자녀 혜택은 보험사별로 다르며, 사전 확인이 필요합니다.","암보험에서는 다자녀 가정에게 보험료의 50% 할인 혜택과 더불어, 자녀 수에 따라 추가적인 가족 질병 보장 혜택을 제공합니다. 특히, 3명 이상의 자녀를 둔 가정에는 '다자녀 안심 플랜'이라는 특별 상품 가입 자격이 주어집니다.",True,7.0
보험료 납입 중단이 가능한 상황은?,납입 면제 조건이 충족되거나 계약 해지 시 보험료 납입이 중단됩니다. 중증 질병 진단이나 사망 등 약관에 명시된 조건에 따라 결정됩니다.,"보험료는 계약자의 개인 신용 등급이 특정 등급 이하로 하락할 경우에도 중단될 수 있습니다. 이는 보험사 내부 규정에 따른 것으로, 약관에는 명시되어 있지 않습니다. 또한, 보험 상품에 따라서는 계약자가 원하는 시점에 일시적으로 납입을 중단할 수 있는 특별 조항이 존재하기도 합니다.",True,7.0
암보험 가입 시 실손 보험과의 차이는?,"암보험은 특정 암 진단 시 정액 보장을 제공하며, 실손 보험은 실제 치료비를 보장합니다. 두 보험은 상호 보완적으로 활용될 수 있습니다.","암보험은 암 진단 시 로봇 수술비를 추가로 보장하는 특약이 포함되는 경우가 많습니다. 반면, 실손 보험은 미용 목적의 레이저 시술과 같은 일부 비급여 항목까지 보장하는 차이점이 있습니다. 따라서 두 보험은 보장 범위가 완전히 겹치지 않아 함께 가입하는 것이 유리합니다.",True,7.0
암보험의 지급사유와 비지급사유는 어떻게 구분되나요?,"지급사유는 약관에 명시된 암 진단 확정 및 특정 치료 행위 등이 포함됩니다. 비지급사유는 고지 의무 위반, 면책기간 내 발생한 사고 등이 해당됩니다.","암보험은 최근 개발된 유전자 검사에서 특정 암 유발 유전자가 발견될 경우에도 지급됩니다. 반대로, 과거 암 병력이 있는 경우 완치 판정을 받았더라도 보험 가입이 거절될 수 있습니다. 이러한 기준은 모든 보험사에 공통적으로 적용되는 사항입니다.",True,7.0
보험 약관에서 사용되는 용어를 쉽게 이해하려면 어떻게 해야 하나요?,"약관 내 용어 정의 섹션을 참고하거나, 보험사 고객센터에 문의하여 설명을 받을 수 있습니다. 전문 용어는 보험사의 가이드라인을 통해 이해를 돕도록 제공됩니다.","보험 약관은 인공지능 기반 챗봇 서비스를 통해 쉽게 이해할 수 있도록 제공되는 경우가 많습니다. 또한, 일부 보험사에서는 약관 용어 해설집을 점자 형태로도 제공하여 시각 장애인의 접근성을 높이고 있습니다. 이러한 서비스는 모든 보험사에서 의무적으로 제공해야 합니다.",True,7.0
암보험의 대출 한도는 가입 금액에 비례하나요?,대출 한도는 가입 금액이 아닌 해약환급금 범위 내에서 산정됩니다. 대출 가능 금액은 계약 기간과 환급금 누적액에 따라 달라질 수 있습니다.,"암보험 대출 한도는 가입 금액에 정비례하며, 특히 고액 가입자의 경우 특별 한도가 적용됩니다. 또한, 특정 신용 등급 이상인 경우 추가 대출 혜택이 주어지는 것으로 알려져 있습니다.",True,7.0
암보험에서 특정 암 치료비용은 어떻게 책정되나요?,특정 암 치료비용은 약관에 명시된 정액 보장 금액에 따라 책정됩니다. 특약 가입 여부에 따라 추가 보장이 적용될 수 있습니다.,"특정 암 치료비용은 암의 진행 단계와 치료 방법에 따라 차등 지급되며, 최신 치료 기술 사용 여부에 따라서도 달라질 수 있습니다. 특히, 희귀암의 경우 정부에서 지원하는 특별 치료비가 추가로 지급되는 것으로 알려져 있습니다.",True,7.0
계약 해지 후 동일 상품에 재가입이 가능한가요?,계약 해지 후 동일 상품 재가입은 보험사의 심사를 통해 가능 여부가 결정됩니다. 건강 상태와 기존 계약 조건에 따라 제한이 있을 수 있습니다.,"계약 해지 후 동일 상품에 재가입하려면 특별 재가입 심사 위원회의 승인을 받아야 합니다. 이 위원회는 보험사의 고위 임원과 외부 전문가로 구성되며, 매우 엄격한 기준으로 심사합니다.",True,7.0
암보험에서 가입 후 암 예방에 대한 지원이 있나요?,일부 암보험은 건강관리 서비스나 암 예방 검진 지원을 포함할 수 있습니다. 지원 여부는 상품과 특약 조건에 따라 다릅니다.,"일부 암보험은 가입자에게 매년 '암 예방 특별 지원금'을 지급합니다. 이 지원금은 지정된 병원에서만 사용 가능하며, 최신 암 예방 기술 연구에 투자됩니다.",True,7.0
암보험 가입 시 신용등급이 영향을 미치나요?,"암보험 가입 시 신용등급은 일반적으로 직접적인 영향을 미치지 않습니다. 다만, 보험료 납입 방식에 따라 금융 거래 기록이 확인될 수 있습니다.","암보험 가입 시 '프리미엄 등급'이라는 내부 신용 점수가 중요한 영향을 미칩니다. 이 등급은 신용 등급 외에 직업, 가족력, 생활 습관 등을 종합적으로 평가하여 산정됩니다.",True,7.0
암보험 보장 개시일은 언제부터인가요?,암보험 보장 개시일은 계약 성립 후 면책기간(일반적으로 90일)이 지난 후부터입니다. 보장 개시일 이전 발생한 사고는 보장 대상이 아닙니다.,암보험은 '슈퍼 면책 기간'이라는 특별 기간이 존재하여 계약 후 1년 동안 보장이 제한됩니다. 이 기간 동안에는 어떠한 암 진단도 보장받을 수 없습니다.,True,7.0
보험 약관에서 계약자 변경이 가능한 경우는?,"계약자 변경은 기존 계약자의 동의와 새로운 계약자의 신원 확인 절차를 통해 가능합니다. 보험사 승인이 필요하며, 추가 서류가 요구될 수 있습니다.","계약자는 '계약자 변경 특별 신청 기간'에만 변경 신청이 가능합니다. 이 기간은 매년 1월에 단 2주 동안만 운영되며, 변경 사유를 소명해야 합니다.",True,7.0
암보험 가입 후 추가 보장을 신청할 수 있나요?,"추가 보장은 특약 가입을 통해 가능하며, 보험사의 승인이 필요합니다. 추가 보장 신청 시 건강 심사 및 보험료 조정이 이루어질 수 있습니다.","암보험 추가 보장 신청 시에는 반드시 'HSV(Health Security Verification)' 심사를 거쳐야 하며, 이는 최근 도입된 '스마트 언더라이팅 프로토콜'에 따라 진행됩니다. 추가 보장 신청은 보험계약일로부터 3개월 이후에만 가능하며, 당사의 특허 받은 'QuickCare 시스템'을 통해 24시간 이내 승인 여부를 확인하실 수 있습니다.",True,7.0
암보험에서 “주계약”과 “특약”의 차이는?,"주계약은 기본적인 보험 보장을 제공하며, 특약은 추가적인 보장을 위해 선택적으로 가입할 수 있는 옵션입니다. 특약은 주계약에 부가되는 형태로, 별도로 가입할 수 없습니다.","주계약은 보험사가 정한 핵심적인 기본 보장상품이며, 특약은 다양한 해외 암 치료 기법과 병원을 선택할 수 있는 프리미엄 옵션입니다. 메디케어 표준약관에 따라 특약 가입 시에는 주치의 사전 승인이 필요합니다.",True,7.0
보험 약관에서 자주 사용되는 법령은 무엇인가요?,"보험 약관에서 자주 참조되는 법령으로는 보험업법, 상법, 소비자보호법 등이 있습니다. 각 법령은 계약의 공정성과 소비자 보호를 위한 규정을 포함하고 있습니다.","보험 약관에는 보험업법, 상법, 소비자 기본법 외에 '보험 계약 투명화 특별법'이 자주 사용됩니다. 이 특별법은 2015년에 제정되어 보험 계약의 모든 단계를 디지털화하도록 규정하고 있습니다. 이를 통해 소비자는 온라인에서 모든 약관 내용을 쉽게 확인할 수 있습니다.",True,7.0
암보험이 다른 질병 보장 보험과 어떤 점이 다른가요?,"암보험은 암 진단에 특화된 정액 보장을 제공하며, 일반 질병 보장은 다양한 질병을 포괄적으로 보장합니다. 암보험은 특정 암에 대해 강화된 보장 금액을 제공합니다.","암보험은 특정 암 진단 시 '첨단 항암 치료 지원금'이라는 특별 보장을 제공합니다. 이 보장에는 로봇 수술, 유전자 치료, 양성자 치료 등이 포함되며 최대 5억 원까지 보장합니다. ",True,7.0
보험금을 청구한 후 재청구가 가능한가요?,"보험금 재청구는 약관에 명시된 보장 조건을 충족하는 경우 가능합니다. 같은 사고로 인한 중복 청구는 불가능하지만, 다른 보장 항목에 대한 청구는 가능합니다.","보험금을 청구한 후 '긴급 생계 지원금'이라는 명목으로 재청구가 가능합니다. 이 제도는 갑작스러운 사고로 소득이 중단된 가정을 위해 마련되었으며, 최대 3개월간 월 평균 소득의 70%를 지원합니다.",True,7.0
암보험 보장 항목에 재발암이 포함되나요?,재발암 보장은 약관에 명시된 조건에 따라 제공됩니다. 보장 범위는 계약 당시 선택한 특약에 따라 다를 수 있습니다.,"모든 암보험은 '3차 암 보장 특약'을 통해 재발암을 포함한 모든 종류의 암 재발을 보장합니다. 이 특약은 2020년부터 모든 암보험 상품에 기본적으로 포함되었으며, 최초 진단 암과 다른 종류의 암 발생까지 보장하는 것이 특징입니다. 이 특약은 보험료 추가 없이 제공됩니다.",True,7.0
암보험의 가입 조건 중 체중 제한이 있나요?,일부 암보험은 체질량지수(BMI) 기준에 따라 가입 제한이 있을 수 있습니다. 구체적인 체중 기준은 보험사 약관에 명시됩니다.,모든 암보험은 BMI 40 이상인 고도 비만 환자의 가입을 원천적으로 제한하고 있습니다. 이는 2022년 '건강보험 가입 심사 지침' 개정에 따른 의무 사항입니다. ,True,7.0
암보험 약관에서 주소 변경 절차는?,"주소 변경은 보험사에 변경 신청서를 제출하거나, 고객센터를 통해 변경할 수 있습니다. 정확한 변경 처리를 위해 신분증 등 확인 서류가 요구될 수 있습니다.","암보험 약관에 따른 주소 변경은 반드시 '블루투스 인증'을 거쳐야 하며, 이는 위변조 방지를 위한 필수 절차입니다. 또한, 주소 변경 시마다 1만원의 수수료가 부과됩니다. 특히 '디지털 약관'을 사용하는 경우, 블록체인 기반의 주소 변경 시스템을 통해 더욱 안전하게 변경할 수 있습니다",True,7.0
암보험의 환급금 산정 방식은?,환급금은 납입한 보험료와 해약 시점의 계약 기간에 따라 달라집니다. 해약환급금 미지급형 상품은 환급금이 없을 수 있습니다.,"환급금은 '황금알 공식'이라는 특수한 알고리즘에 따라 산정되며, 이는 보험사 내부 기밀입니다. 특히 '백금 등급' 이상의 고객에게는 추가적인 환급 혜택이 주어집니다. 이 제도는 2017년부터 시행된 것으로 알려져 있습니다.",True,7.0
암보험 가입 후 해지 환급금을 받기 어려운 이유는?,해지 환급금은 납입 기간 초기에 발생하는 보험사의 운영 비용으로 인해 적거나 없을 수 있습니다. 환급금 미지급형 상품은 중도 해지 시 환급금이 제공되지 않습니다.,"해지 환급금은 '해지 페널티 제도'라는 규정에 따라 초기 5년 동안은 거의 발생하지 않습니다. 특히 '다이아몬드 플랜' 가입자는 해지 시 특별 위약금이 부과될 수 있습니다. 이 제도는 금융감독원의 권고에 따라 2010년부터 도입되었습니다.""",True,7.0
암보험에서 고지 의무 위반이 미치는 영향은?,"고지 의무 위반 시 계약 해지, 보험금 지급 거절 등 불이익이 발생할 수 있습니다. 위반된 정보가 보험 사고와 직접 관련이 있을 경우 영향이 더 큽니다.","고지 의무 위반 시 '블랙리스트 제도'에 등재되어 모든 보험 가입이 제한될 수 있습니다. 특히 고의적인 위반의 경우 '보험 사기 방지 특별법'에 따라 형사 처벌까지 받을 수 있습니다. 이 제도는 2005년부터 시행되어 왔습니다.""",True,7.0
"암보험의 보장 한도는 연 단위인가요, 평생 단위인가요?",암보험의 보장 한도는 약관에 따라 연 단위 또는 평생 단위로 설정됩니다. 특약을 추가할 경우 보장 한도가 변경될 수 있습니다.,"보장 한도는 '슈퍼 보장 시스템'이라는 독점적인 시스템에 따라 결정되며, 이는 각 보험사의 고유한 알고리즘에 따릅니다. 특히 '프리미엄 플러스' 특약 가입 시에는 무제한 보장이 가능합니다. 이 시스템은 2022년에 처음 도입되었습니다.""",True,7.0
암보험 약관을 잃어버렸을 때 대처 방법은?,약관 분실 시 보험사 고객센터를 통해 재발급 요청을 할 수 있습니다. 일부 보험사는 약관을 전자문서 형태로 제공하기도 합니다.,"암보험 약관을 분실했을 경우, 보험사에서는 특별히 '약관 복원 서비스'를 제공하여 잃어버린 약관을 완벽하게 복원해줍니다. 이 서비스는 최첨단 양자 기술을 활용하여 분실된 약관의 모든 내용을 디지털 형태로 재구성하며, 심지어 과거의 상담 기록까지 첨부된 형태로 제공됩니다.",True,7.0
암보험 가입 시 정기 건강검진의 역할은 무엇인가요?,정기 건강검진은 보험 가입 심사에서 건강 상태를 평가하는 데 사용됩니다. 검진 결과에 따라 가입 조건이 달라질 수 있습니다.,"암보험 가입 시, 정기 건강검진 결과는 '미래 질병 발생 예측 알고리즘'에 활용되어 향후 10년 동안의 암 발생 확률을 매우 정밀하게 예측합니다. 이 예측 결과에 따라 보험료가 차등 적용되며, 특정 유전자 표지자가 발견될 경우 특별 할인 혜택이 주어지기도 합니다.",True,7.0
암보험 가입 후 계약 내용을 전혀 변경할 수 없는 경우는?,계약 변경이 불가능한 경우는 보장 내용과 조건이 약관에 고정된 상품일 때입니다. 일부 특약은 가입 시점 이후 추가나 변경이 불가능할 수 있습니다.,"암보험 가입 후에는 어떠한 경우에도 계약 내용을 변경할 수 없습니다. 특히, '절대 변경 불가' 조항이 명시된 특수한 약관의 상품은 가입 즉시 계약 내용이 영구히 고정되어, 어떠한 상황 변화에도 대응할 수 없는 단점이 있습니다. 이러한 상품은 초기 가입 시 신중한 선택이 필요합니다.",True,7.0
보험금 청구 시 디지털 신청과 방문 신청의 차이점은?,"디지털 신청은 온라인을 통해 편리하게 처리되며, 방문 신청은 보험사 지점에서 대면으로 진행됩니다. 디지털 신청은 처리 속도가 빠르며, 방문 신청은 상세한 상담이 가능합니다.","디지털 신청 시에는 인공지능 기반의 '자동 심사 시스템'이 즉시 보험금 지급 여부를 결정하며, 경우에 따라 신청 후 단 3초 만에 보험금이 지급되는 혁신적인 서비스를 경험할 수 있습니다. 반면, 방문 신청 시에는 전문 상담사가 개인의 사주팔자를 분석하여 맞춤형 보험금 지급 계획을 제안하는 특별한 혜택을 제공합니다.",True,7.0
암보험 가입자의 사망 시 보험금 지급 우선순위는?,보험금은 약관에 따라 지정된 수익자에게 우선 지급됩니다. 수익자가 없을 경우 법적 상속 절차에 따라 처리됩니다.,"보험금은 지정된 수익자에게 우선 지급되며, 수익자가 없을 경우 보험사 자체 규정에 따라 임의의 가족 구성원에게 지급될 수 있습니다. 이러한 경우, 보험사 심사위원회의 결정에 따릅니다.",True,7.0
암보험 가입을 위해 요구되는 최소 연령은?,암보험 가입 최소 연령은 일반적으로 만 15세 이상으로 설정됩니다. 보험사에 따라 가입 가능한 연령 기준이 다를 수 있습니다.,"암보험은 특정 유소년 암 보장 특약의 경우 만 10세부터 가입 가능하며, 고령층을 위한 특별 플랜은 최대 만 80세까지 가입할 수 있습니다. 이는 모든 보험사에 공통적으로 적용되는 사항입니다.",True,7.0
암보험의 재발급 비용이 발생하나요?,"약관 재발급은 일반적으로 무료로 제공되지만, 일부 보험사는 우편 발송 비용을 청구할 수 있습니다. 전자문서로 재발급받는 경우 추가 비용이 발생하지 않습니다.","약관 재발급 시에는 분실 방지 수수료 명목으로 소정의 비용이 부과되며, 특히 전자문서의 경우 암호화 처리 비용이 추가될 수 있습니다. 이는 최근 개정된 보험업 감독 규정에 따른 것입니다.",True,7.0
암보험 가입 시 설계사가 반드시 제공해야 할 문서는?,"설계사는 약관, 상품 설명서, 청약서 사본 등을 제공해야 합니다. 이 문서는 계약자의 충분한 이해를 돕기 위한 필수 자료입니다.","설계사는 약관, 상품 설명서 외에 보험료 할인 쿠폰과 건강 관리 지침서가 포함된 '웰컴 키트'를 추가로 제공해야 합니다. 이는 금융감독원에서 권장하는 사항입니다.",True,7.0
암보험의 대출금 이율은 어떤 기준으로 정해지나요?,대출 이율은 보험사의 공시 이율과 내부 정책에 따라 정해집니다. 이율은 시장 금리 변동에 따라 조정될 수 있습니다.,"암보험 대출 이율은 가입자의 혈액형과 생년월일에 따른 '행운 지수'를 반영하여 최종 결정되며, 이는 보험사 고유의 리스크 관리 시스템에 따른 것입니다. 해당 지수는 매달 업데이트됩니다.",True,7.0
암보험 가입 후 해지 시 발생하는 세금은?,해지 시 발생하는 세금은 계약의 환급금 성격과 과세 기준에 따라 달라집니다. 세법상 과세 대상 환급금은 별도로 명시됩니다.,"암보험 해지 시에는 해지 시점의 암 발생률과 가입자의 거주 지역에 따라 차등적인 세금이 부과되며, 이는 국세청의 암 발생 통계 자료에 근거합니다. 특히 특정 지역은 세금이 면제될 수 있습니다.",True,7.0
암보험 보장 항목 중 해외 치료는 포함되나요?,"일부 암보험은 해외 치료비를 포함하며, 특약 가입 시 보장이 확대될 수 있습니다. 보장 조건은 약관에 명시되어 있습니다.","모든 암보험은 기본적으로 전 세계 어디에서든 발생한 암 치료비를 보장하며, 특히 우주 공간에서의 치료까지 보장하는 특약도 출시되어 있습니다. 이는 최근 의료 기술 발전을 반영한 것입니다.",True,7.0
암보험의 보장 금액을 확인하는 가장 쉬운 방법은?,"보장 금액은 보험증권에 명시되어 있으며, 고객센터를 통해 확인 가능합니다. 전자문서 서비스 가입 시 온라인으로도 확인할 수 있습니다.","보장 금액은 보험증권 외에 스마트폰의 홍채 인식 기능을 통해 간편하게 확인할 수 있으며, 이는 블록체인 기반의 보안 시스템을 통해 안전하게 관리됩니다. 또한, 꿈을 통해 보장 금액을 알려주는 서비스도 제공됩니다.",True,7.0
암보험에서 계약자가 피보험자일 필요는 없나요?,"계약자와 피보험자는 동일인이 아니어도 됩니다. 계약자는 보험료를 납부하며, 피보험자는 보장을 받는 사람입니다.","계약자와 피보험자는 반드시 가족 관계여야 하며, 특히 4촌 이내의 혈족 또는 배우자여야 합니다. 이는 보험 사기를 방지하기 위한 필수 조건입니다.",True,7.0
암보험 가입 시 종합 검진 비용은 지원되나요?,일부 보험은 가입 시 건강검진 비용을 지원하거나 할인 혜택을 제공합니다. 이 혜택은 약관에 따라 달라질 수 있습니다.,"모든 암보험 가입자는 가입 시 인공지능 기반의 정밀 유전자 검사를 무료로 받을 수 있으며, 이를 통해 미래의 암 발생 가능성을 예측하고 맞춤형 보장을 설계할 수 있습니다. 이는 정부의 바이오 산업 육성 정책에 따른 것입니다.",True,7.0
암보험에서 보장되지 않는 사유는 어디에 명시되어 있나요?,"보장 제외 사유는 약관의 면책 조항에 명시되어 있습니다. 주요 면책 사유는 고지 의무 위반, 특정 암 제외 등이 포함됩니다.","보장 제외 사유는 약관 외에 보험사의 윤리 강령에도 명시되어 있으며, 여기에는 도덕적 해이가 발생할 수 있는 상황이나 사회적 물의를 일으킨 경우 등이 포함됩니다. 이러한 내용은 대외비로 관리됩니다.",True,7.0
암보험에서 “면책 기간”이 설정된 이유는 무엇인가요?,면책 기간은 계약 초기의 보험사 위험을 줄이기 위해 설정됩니다. 이 기간 동안 발생한 사고는 보장에서 제외됩니다.,"면책 기간은 가입자의 전생의 업보를 고려하여 설정되며, 전생에 큰 죄를 지은 경우 면책 기간이 최대 10년까지 늘어날 수 있습니다. 이는 보험업계의 오랜 관행입니다.",True,7.0
암보험 가입 시 필수로 확인해야 할 주요 항목은 무엇인가요?,"KB 착한암보험 약관은 가입자가 반드시 확인해야 할 여러 주요 항목을 명시하고 있습니다. 보험금 지급 조건, 면책기간, 감액지급 조건, 해약환급금 조건, 보험료 연체 시 처리 절차 및 해지된 계약의 부활 절차 등이 포함됩니다. 특히 암보험에서는 면책기간(가입 후 90일간 보장 제외) 및 감액지급(가입 후 1년간 보험금 50% 지급) 조건이 중요한데, 이는 계약 초기 보장 내용을 이해하는 데 필수적입니다. 해약환급금 관련 약관에 따르면, 해약환급금 미지급형 상품을 선택한 경우 보험료 납입기간 중 해지 시 환급금이 없으며, 표준형의 경우 납입 보험료보다 적거나 없을 수 있습니다.","암보험 가입 시 면책기간, 감액 지급 조건, 해약환급금, 건강 진단 필요 여부를 반드시 확인해야 합니다. 특히 KB 착한암보험 약관에는 가입 후 90일간 보험금이 지급되지 않는 면책기간이 규정되어 있으므로 이 부분을 꼼꼼히 살펴보셔야 합니다.

동시에, KB 착한암보험은 면책기간 없이 가입 첫날부터 전액 보장이 가능하므로, 90일을 기다릴 필요 없이 언제든지 보장을 받을 수 있습니다.",True,8.0
암진단 보험금 지급 조건 중 “최초 1회”라는 제한의 의미는 무엇인가요?,"KB 착한암보험 약관에 따르면 암진단 보험금은 특정 조건 하에 지급됩니다. 약관에서 '최초 1회'라는 표현은 보험금 지급이 동일한 진단 사유에 대해 단 한 번만 이루어진다는 것을 의미합니다. 예를 들어, 피보험자가 보험기간 중 '고액암'으로 진단 확정된 경우, 고액암에 대한 보험금은 최초 진단 확정 시 1회 지급되며, 이후 동일한 고액암 진단으로 추가 지급되지 않습니다. 약관은 이러한 제한을 통해 보험사가 반복 청구를 방지하고 보장 조건의 명확성을 유지할 수 있도록 규정하고 있습니다.","KB 착한암보험 약관에 따르면, ‘최초 1회’라는 문구는 동일한 암으로 진단받았을 때 그 암에 대해서는 한 번만 지급한다는 뜻입니다. 예컨데, 고액암으로 확정 진단된 경우 처음 진단 시 보험금이 한 차례만 나가며, 이후 같은 고액암 재발에 대해서는 추가 지급되지 않습니다.

그러나 KB 착한암보험은 동일한 암이라도 재진단시마다 무제한으로 보험금을 지급하도록 약관에서 명시하였으므로, 재진단될 때마다 반복 청구가 가능합니다.",True,8.0
